valence,target,acousticness,danceability,energy,instrumentalness,loudness,tempo
0.561,0,0.409,0.618,0.688,6.32e-06,-5.867,78.311
0.57,0,0.0029,0.583,0.681,6.03e-05,-8.152,188.256
0.717,0,0.067,0.829,0.652,0.0,-8.693,99.581
0.204,0,0.396,0.635,0.53,0.0,-8.1,116.631
0.879,0,0.267,0.809,0.522,1.97e-05,-8.747,99.001
0.453,0,0.074,0.642,0.421,0.0,-9.32,74.849
0.248,0,0.105,0.563,0.487,0.0,-7.775,142.53
0.561,0,0.468,0.578,0.375,0.0,-12.951,89.605
0.162,0,0.499,0.571,0.447,0.0,-8.757,75.019
0.49,0,0.0788,0.873,0.591,0.0071,-8.942,123.091
0.918,0,0.135,0.729,0.914,0.000672,-4.043,127.907
0.681,0,0.0264,0.815,0.944,0.00038,-6.698,115.219
0.815,0,0.0198,0.571,0.87,6.6e-06,-3.877,172.716
0.462,0,0.3,0.55,0.563,0.0,-7.019,166.004
0.906,0,0.0479,0.647,0.87,0.0,-4.702,165.103
0.298,0,0.44,0.468,0.535,0.0,-8.264,168.001
0.865,0,0.0743,0.754,0.946,0.000391,-2.149,112.042
0.875,0,0.0412,0.841,0.866,0.0,-6.342,119.941
0.806,0,0.00799,0.685,0.872,0.0,-6.939,110.046
0.8,0,0.16,0.773,0.801,0.0,-5.562,98.205
0.893,0,0.066,0.798,0.862,1.65e-06,-4.95,100.031
0.35,0,0.0877,0.527,0.578,0.0,-6.012,162.11
0.395,0,0.0563,0.729,0.561,0.0,-7.162,95.981
0.732,0,0.117,0.697,0.856,0.0,-4.439,104.202
0.486,0,0.24,0.683,0.687,0.0,-5.833,99.035
0.668,0,0.245,0.634,0.624,0.0,-5.095,167.992
0.529,0,0.252,0.571,0.77,0.0,-5.46,96.09
0.919,0,0.0522,0.862,0.479,0.00126,-9.199,109.878
0.779,0,0.397,0.66,0.707,0.0,-5.758,89.279
0.864,0,0.31,0.596,0.661,0.0,-6.239,129.491
0.595,0,0.26,0.725,0.487,1.09e-05,-5.959,136.086
0.668,0,0.00819,0.651,0.645,0.0,-6.741,96.394
0.587,0,0.273,0.699,0.592,0.0,-8.298,94.933
0.458,0,0.304,0.654,0.564,0.0,-7.186,86.948
0.6,0,0.265,0.622,0.503,0.000473,-6.417,93.984
0.187,0,0.117,0.634,0.528,2.26e-06,-8.834,128.0
0.857,0,0.0786,0.779,0.711,2.4e-05,-4.054,96.472
0.641,0,0.0058,0.686,0.952,0.00333,-5.169,104.889
0.327,0,0.0565,0.78,0.69,8.19e-05,-4.958,98.002
0.731,0,0.207,0.833,0.677,3.92e-06,-6.413,132.876
0.2,0,0.00373,0.592,0.562,3.23e-05,-6.869,90.16
0.36,0,0.243,0.652,0.473,0.0,-7.981,123.208
0.415,0,0.0862,0.621,0.579,0.0,-8.574,82.897
0.734,0,0.0925,0.685,0.784,0.0,-4.971,90.89
0.528,0,0.0772,0.733,0.744,0.0,-3.51,92.515
0.292,0,0.0138,0.701,0.457,0.0,-8.562,127.925
0.34,0,0.218,0.408,0.582,0.0,-8.305,114.926
0.654,0,0.0227,0.816,0.5,1.53e-06,-4.551,124.037
0.652,0,0.257,0.662,0.507,0.0,-8.238,86.412
0.586,0,0.466,0.635,0.54,0.0,-8.122,99.99
0.595,0,0.163,0.622,0.593,0.0,-8.352,94.364
0.919,0,0.00541,0.538,0.677,0.0,-6.099,132.346
0.738,0,0.273,0.713,0.678,0.0,-3.525,138.009
0.683,0,0.00543,0.771,0.685,0.00157,-4.639,88.997
0.932,0,0.362,0.73,0.602,3.69e-06,-3.782,97.954
0.455,0,0.139,0.845,0.576,0.0,-5.15,127.641
0.769,0,0.102,0.721,0.723,4.4e-06,-7.08,88.933
0.254,0,0.0382,0.518,0.666,2.47e-05,-5.306,130.048
0.283,0,0.201,0.415,0.661,0.0,-4.629,156.177
0.441,0,0.245,0.319,0.664,0.0,-4.85,112.377
0.153,0,0.787,0.386,0.248,1.49e-06,-11.42,106.259
0.69,0,0.0193,0.439,0.906,0.0,-4.8,161.905
0.773,0,0.789,0.764,0.348,0.0,-7.98,119.651
0.463,0,0.214,0.685,0.607,0.0,-5.301,125.011
0.231,0,0.413,0.454,0.521,0.0,-4.143,72.28
0.354,0,0.831,0.4,0.337,0.0,-7.404,108.196
0.71,0,0.789,0.664,0.32,0.0,-7.356,141.916
0.246,0,0.268,0.562,0.659,0.0,-5.234,87.539
0.531,0,0.74,0.637,0.659,0.0,-6.964,102.029
0.396,0,0.962,0.47,0.271,0.0,-8.335,129.623
0.724,0,0.126,0.758,0.699,0.0,-4.217,95.011
0.486,0,0.0269,0.704,0.604,0.0,-4.865,115.48
0.519,0,0.39,0.712,0.62,0.0,-4.187,99.953
0.545,0,0.00406,0.616,0.709,2.56e-06,-6.134,122.984
0.513,0,0.771,0.658,0.566,0.0,-6.179,80.035
0.519,0,0.0305,0.555,0.79,0.0,-5.777,79.016
0.767,0,0.0278,0.51,0.708,3.86e-06,-3.092,188.058
0.238,0,0.0273,0.487,0.759,0.0,-4.849,80.958
0.431,0,0.0901,0.635,0.977,2.61e-06,-3.213,111.955
0.404,0,0.0637,0.406,0.638,0.0,-6.085,177.916
0.28,0,0.0368,0.277,0.604,0.0,-3.778,199.519
0.51,0,0.19,0.776,0.507,0.0,-5.752,98.051
0.489,0,0.122,0.498,0.586,0.0,-5.936,81.945
0.402,0,0.466,0.657,0.485,0.0,-5.634,135.805
0.647,0,0.104,0.652,0.621,5.3e-06,-8.677,169.983
0.246,0,0.152,0.494,0.542,0.0,-6.995,81.34
0.763,0,0.0458,0.732,0.772,0.0,-7.974,130.14
0.452,0,0.00411,0.557,0.796,0.0,-4.147,127.999
0.5,0,0.211,0.627,0.669,2.72e-06,-9.985,94.029
0.354,0,0.429,0.616,0.401,0.0,-7.318,143.75
0.331,0,0.00486,0.586,0.637,2.97e-06,-6.621,88.025
0.751,0,0.00397,0.763,0.569,7.85e-05,-5.585,122.988
0.494,0,0.256,0.539,0.658,0.0,-5.109,136.357
0.558,0,0.4,0.679,0.657,0.0,-9.897,97.8
0.677,0,0.0156,0.627,0.871,4.63e-06,-4.403,129.059
0.331,0,0.828,0.717,0.32,0.0,-8.393,107.946
0.466,0,0.41,0.694,0.472,0.0,-8.62,95.002
0.305,0,0.299,0.51,0.602,0.0,-6.317,148.077
0.141,0,0.382,0.428,0.514,0.0,-5.021,135.819
0.662,0,0.45,0.551,0.527,0.0,-7.119,133.758
0.473,0,0.0136,0.523,0.828,0.000255,-4.696,96.952
0.725,0,0.00509,0.571,0.89,0.0,-1.6,110.958
0.743,0,0.0535,0.5,0.802,0.0,-4.205,174.039
0.467,0,0.000668,0.493,0.956,0.0,-4.221,160.006
0.882,0,0.00216,0.659,0.9,0.0,-4.856,118.04
0.856,0,0.0236,0.92,0.654,0.0158,-3.051,117.046
0.918,0,0.0491,0.779,0.867,7.98e-06,-3.704,138.858
0.953,0,0.11,0.758,0.927,0.0285,-2.768,115.076
0.497,0,0.0367,0.608,0.816,0.000554,-5.926,114.484
0.268,0,0.43,0.794,0.798,1.15e-05,-5.639,100.338
0.96,0,0.23,0.888,0.815,0.000424,-4.909,127.273
0.533,0,0.00388,0.492,0.797,0.0,-4.666,79.513
0.45,0,0.107,0.632,0.518,0.0,-6.126,90.007
0.655,0,0.143,0.658,0.696,0.0,-4.293,85.998
0.452,0,0.0371,0.672,0.819,0.000184,-4.457,120.013
0.168,0,0.309,0.421,0.407,0.000961,-7.445,139.028
0.595,0,0.0345,0.589,0.83,0.0,-5.547,94.999
0.441,0,0.00159,0.642,0.823,0.0,-5.717,122.977
0.455,0,0.106,0.677,0.437,0.0,-7.413,108.054
0.199,0,0.845,0.24,0.16,0.0,-14.213,92.742
0.608,0,0.0647,0.575,0.886,0.000187,-5.182,96.308
0.813,0,0.197,0.794,0.891,9.04e-05,-6.918,104.315
0.488,0,0.0029,0.555,0.63,0.00681,-13.11,128.661
0.779,0,0.307,0.556,0.517,0.00115,-8.769,169.938
0.123,0,0.413,0.625,0.426,0.0,-8.392,110.018
0.265,0,0.0704,0.689,0.677,0.0,-6.36,153.919
0.887,0,0.0117,0.852,0.563,1.96e-05,-8.663,92.112
0.546,0,0.371,0.814,0.431,0.0,-9.125,129.957
0.241,0,0.0527,0.701,0.383,0.0,-9.016,135.877
0.411,0,0.415,0.773,0.309,0.00014,-8.5,128.105
0.181,0,0.311,0.657,0.456,0.0,-8.917,115.4
0.762,0,0.00947,0.739,0.947,2.99e-05,-1.915,88.009
0.139,0,0.259,0.534,0.642,0.0,-3.971,92.963
0.255,0,0.784,0.485,0.332,0.000122,-9.244,130.813
0.352,0,0.965,0.71,0.0565,0.0,-15.099,123.994
0.771,0,0.524,0.849,0.531,0.0,-5.534,91.927
0.336,0,0.622,0.413,0.439,0.00562,-8.537,97.942
0.381,0,0.904,0.513,0.274,9.27e-06,-13.577,129.834
0.352,0,0.701,0.447,0.288,1.56e-06,-9.131,139.522
0.461,0,0.265,0.546,0.76,7.47e-05,-6.763,151.456
0.255,0,0.286,0.614,0.549,2.64e-06,-6.986,77.926
0.585,0,0.0299,0.604,0.841,0.00382,-5.145,138.976
0.234,0,0.859,0.606,0.411,0.00247,-11.765,117.819
0.307,0,0.323,0.661,0.544,0.0222,-11.193,139.012
0.453,0,0.395,0.644,0.523,0.0,-7.66,95.966
0.395,0,0.208,0.645,0.52,0.0,-7.417,169.986
0.451,0,0.0897,0.499,0.94,7.28e-05,-2.741,112.02
0.41,0,0.185,0.52,0.497,0.00785,-9.925,148.895
0.571,0,0.0754,0.655,0.873,0.0,-4.992,130.018
0.387,0,0.245,0.602,0.771,0.0,-4.494,125.024
0.187,0,0.266,0.626,0.601,0.00405,-6.4,120.046
0.312,0,0.58,0.599,0.699,0.276,-7.588,120.927
0.687,0,0.0331,0.678,0.783,1.51e-05,-4.672,102.0
0.667,0,0.0816,0.611,0.487,0.116,-10.629,105.034
0.0378,0,0.994,0.206,0.0347,0.828,-25.351,67.584
0.735,0,0.00832,0.64,0.864,0.0,-6.576,102.026
0.772,0,0.211,0.581,0.817,1.42e-06,-6.542,141.607
0.83,0,0.00162,0.543,0.912,2.1e-06,-10.71,103.731
0.581,0,9.24e-05,0.547,0.693,5.46e-05,-8.786,119.567
0.505,0,0.00117,0.464,0.785,1.46e-06,-7.42,153.005
0.78,0,0.000372,0.615,0.657,0.0204,-6.873,109.95
0.501,0,0.00131,0.417,0.946,0.0,-4.056,95.245
0.727,0,0.171,0.618,0.896,0.0,-5.357,113.961
0.474,0,0.00913,0.638,0.666,0.000843,-7.056,100.01
0.869,0,0.00468,0.499,0.873,0.0,-3.902,142.726
0.934,0,0.0108,0.743,0.67,0.0702,-4.547,110.832
0.601,0,0.0558,0.6,0.811,6.82e-06,-7.693,124.303
0.459,0,0.0067,0.42,0.672,0.0,-7.902,168.019
0.509,0,0.16,0.561,0.555,0.0,-9.734,134.369
0.643,0,0.000891,0.481,0.94,0.0,-5.204,96.493
0.868,0,0.417,0.566,0.804,0.0,-5.783,149.989
0.596,0,0.0437,0.637,0.846,0.0,-3.663,103.119
0.69,0,0.114,0.483,0.818,0.0,-7.666,175.668
0.895,0,0.219,0.701,0.261,0.0,-19.846,97.042
0.781,0,0.00971,0.498,0.685,0.775,-11.795,112.49
0.493,0,0.00133,0.291,0.79,5.61e-06,-5.683,155.667
0.646,0,0.0271,0.48,0.891,3.24e-06,-5.001,123.961
0.372,0,0.25,0.58,0.575,1.83e-05,-7.72,92.934
0.903,0,0.35,0.926,0.916,6.17e-06,-2.221,110.007
0.965,0,0.0584,0.967,0.583,0.0,-5.562,117.0
0.616,0,0.0823,0.741,0.748,0.0,-6.299,127.965
0.887,0,0.185,0.757,0.725,5.56e-05,-4.86,92.96
0.919,0,0.173,0.618,0.794,0.000226,-6.985,175.822
0.82,0,0.139,0.671,0.727,0.0,-7.585,102.358
0.604,0,0.0251,0.743,0.675,0.000717,-4.267,92.909
0.668,0,0.0661,0.639,0.849,0.02,-5.474,90.562
0.713,0,0.00129,0.494,0.946,0.0,-2.757,103.408
0.876,0,0.101,0.768,0.864,0.0,-6.145,110.008
0.784,0,0.0028,0.686,0.915,7.16e-06,-4.447,110.054
0.755,0,0.313,0.593,0.642,0.000582,-7.284,76.403
0.361,0,0.25,0.295,0.593,0.0,-7.572,85.482
0.516,0,1.92e-05,0.439,0.931,1.21e-05,-2.59,135.944
0.96,0,0.16,0.609,0.923,4.73e-06,-3.908,115.996
0.449,0,0.161,0.667,0.728,0.0,-5.476,99.014
0.785,0,0.43,0.566,0.705,0.0,-7.569,168.152
0.962,0,0.0534,0.748,0.939,0.0,-4.288,104.001
0.964,0,0.0962,0.72,0.898,0.0,-3.701,143.431
0.616,0,0.0449,0.706,0.893,1.04e-06,-4.355,108.006
0.808,0,0.153,0.831,0.921,0.00213,-2.383,108.002
0.57,0,0.0863,0.675,0.553,7.58e-06,-7.775,90.02
0.758,0,0.363,0.622,0.692,0.000158,-6.97,112.053
0.461,0,0.000501,0.749,0.745,0.00403,-10.625,101.972
0.527,0,0.0296,0.6,0.931,7.1e-05,-4.647,140.123
0.608,0,0.0475,0.559,0.868,0.000176,-5.276,156.295
0.268,0,0.632,0.631,0.363,4.64e-05,-14.331,138.367
0.767,0,0.284,0.778,0.824,0.0,-5.892,100.024
0.552,0,0.00542,0.875,0.631,2.54e-06,-3.475,120.002
0.471,0,0.00281,0.633,0.976,1.29e-05,-5.362,142.027
0.826,0,0.101,0.835,0.687,0.0,-3.18,94.059
0.558,0,0.0446,0.853,0.676,3.37e-05,-5.533,122.65
0.614,0,0.0559,0.514,0.911,0.0,-2.027,161.109
0.774,0,0.00125,0.649,0.815,4.31e-05,-3.796,126.03
0.859,0,0.265,0.793,0.832,6.84e-06,-4.861,107.647
0.769,0,0.12,0.851,0.806,1.39e-06,-4.618,119.002
0.43,0,0.0572,0.585,0.776,7.74e-06,-5.898,77.987
0.929,0,0.132,0.658,0.781,0.0,-8.759,168.883
0.853,0,0.121,0.81,0.885,3.39e-06,-10.116,107.024
0.853,0,0.0174,0.757,0.902,6.04e-06,-6.747,130.05
0.949,0,0.00599,0.618,0.96,0.0,-6.382,131.988
0.964,0,0.0561,0.766,0.725,0.0,-6.36,121.797
0.954,0,0.00733,0.845,0.768,5.04e-06,-5.448,100.0
0.68,0,0.0581,0.64,0.947,0.0,-3.925,145.108
0.237,0,0.0803,0.524,0.429,1.37e-05,-10.064,131.206
0.402,0,0.573,0.498,0.467,0.0,-7.283,117.78
0.652,0,0.284,0.672,0.709,0.000608,-7.884,98.972
0.49,0,0.674,0.528,0.271,0.0,-12.762,136.08
0.142,0,0.453,0.511,0.453,0.000212,-6.803,138.309
0.495,0,0.342,0.53,0.445,4.28e-06,-10.907,77.092
0.0384,0,0.707,0.433,0.364,3.75e-06,-8.842,98.981
0.81,0,0.267,0.563,0.847,0.0,-6.19,82.757
0.967,0,0.25,0.764,0.811,0.000112,-5.245,95.024
0.413,0,0.00754,0.653,0.933,0.0,-6.041,132.965
0.966,0,0.422,0.927,0.721,4.36e-05,-12.561,103.018
0.963,0,0.16,0.85,0.623,0.523,-12.256,119.891
0.776,0,0.441,0.762,0.705,0.0,-5.082,119.439
0.733,0,0.0336,0.959,0.545,0.0,-14.855,115.266
0.728,0,0.154,0.664,0.679,0.000307,-9.08,104.851
0.575,0,0.719,0.836,0.395,1.4e-05,-12.015,104.058
0.545,0,0.537,0.191,0.664,1.23e-06,-4.125,203.822
0.524,0,0.00769,0.771,0.812,0.0013,-6.113,97.721
0.809,0,0.0588,0.653,0.748,0.0,-6.323,172.008
0.262,0,0.721,0.366,0.363,0.000636,-9.768,132.758
0.627,0,0.00513,0.685,0.948,0.00347,-5.182,104.881
0.298,0,0.677,0.423,0.655,0.0,-5.374,103.72
0.974,0,0.483,0.687,0.724,0.0,-4.206,139.705
0.893,0,0.00141,0.895,0.883,0.000383,-8.919,131.644
0.684,0,0.0459,0.616,0.91,0.0,-3.004,144.073
0.512,0,0.288,0.668,0.897,0.0,-3.982,95.952
0.462,0,0.0364,0.549,0.576,1.94e-06,-6.282,118.709
0.707,0,0.141,0.615,0.403,0.0,-17.264,80.171
0.818,0,0.0423,0.854,0.903,0.00576,-6.821,131.02
0.52,0,0.00135,0.446,0.764,0.0,-5.042,172.094
0.615,0,0.000204,0.614,0.873,0.504,-6.353,132.074
0.55,0,8.67e-05,0.485,0.911,0.0,-5.749,89.956
0.884,0,0.000102,0.446,0.9,1.89e-05,-3.541,187.961
0.837,0,0.0707,0.947,0.829,0.0,-5.337,129.991
0.393,0,0.17,0.466,0.72,0.0,-6.105,139.87
0.38,0,0.342,0.591,0.75,0.363,-6.599,149.931
0.347,0,0.00574,0.682,0.812,0.0,-2.691,104.891
0.173,0,0.181,0.585,0.612,1.03e-05,-8.341,77.487
0.81,0,0.00194,0.616,0.908,0.00235,-6.867,92.984
0.963,0,0.626,0.682,0.518,0.43,-10.089,118.539
0.722,0,0.119,0.904,0.517,0.0147,-7.287,96.999
0.619,0,0.00701,0.578,0.866,0.0,-3.804,128.038
0.343,0,0.00173,0.472,0.844,0.0,-6.578,140.034
0.489,0,0.0283,0.421,0.831,0.0,-5.128,134.027
0.577,0,8.39e-05,0.467,0.794,0.00204,-6.174,162.435
0.701,0,0.000797,0.48,0.826,1.01e-06,-4.602,96.0
0.646,0,0.00059,0.594,0.858,3.11e-06,-4.339,138.021
0.821,0,0.000366,0.544,0.788,0.0,-5.593,148.121
0.428,0,0.00749,0.446,0.881,0.0,-4.368,169.889
0.628,0,0.0019,0.551,0.732,0.0,-6.081,145.107
0.714,0,0.51,0.63,0.772,2.26e-05,-6.986,99.964
0.129,0,0.0202,0.333,0.913,0.0,-3.722,99.889
0.186,0,0.00363,0.743,0.889,0.143,-5.567,103.963
0.554,0,0.00087,0.465,0.953,0.0146,-4.684,160.064
0.26,0,0.0316,0.68,0.725,1.81e-05,-3.92,140.048
0.257,0,0.00499,0.619,0.949,0.000418,-4.64,149.935
0.362,0,0.0935,0.52,0.809,0.0035,-4.18,170.032
0.266,0,0.00262,0.484,0.609,0.0,-5.652,131.049
0.321,0,0.0301,0.583,0.891,3.25e-06,-3.495,149.843
0.311,0,0.000461,0.562,0.96,0.0383,-2.981,159.927
0.183,0,0.0969,0.595,0.975,0.0,-2.339,150.001
0.108,0,0.0216,0.526,0.825,1.39e-06,-3.506,150.181
0.307,0,0.178,0.501,0.683,2.7e-06,-4.261,154.901
0.494,0,0.00217,0.639,0.978,0.112,-2.376,144.986
0.589,0,0.0541,0.646,0.714,0.0,-6.511,97.957
0.331,0,0.00499,0.595,0.837,0.0359,-6.011,149.964
0.442,0,0.00231,0.624,0.971,0.121,-0.935,102.003
0.327,0,0.000586,0.528,0.879,0.00489,-5.891,128.268
0.211,0,0.00106,0.584,0.932,0.00269,-3.501,74.976
0.867,0,0.0877,0.894,0.892,0.00167,-2.663,110.041
0.47,0,0.00857,0.637,0.935,0.00399,-2.467,150.082
0.623,0,0.00164,0.557,0.992,0.677,-2.735,150.011
0.402,0,0.00281,0.446,0.915,3.87e-05,-6.221,190.013
